Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
11;1002431;2НДФЛ;Ремонт;0;0.36;мужской;0;0;незаконченное высшее;специалист;>250;0;8;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002451;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.18;мужской;0;0;высшее;менеджер среднего звена;>250;0;53;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002471;2НДФЛ;Покупка автомобиля;0;0.53;женский;1;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002491;Поступление зарплаты на счет;Ремонт;1;0.43;мужской;1;0;высшее;вспомогательный персонал;< 50;0;106;41;Другое;ООО;холост / не замужем;0;0;0;0;0;0.012345679;0;0;0;0;0.6666666667;2;1;80;3;1;1;20;80;1;0;0;0;0;0;0
11;1002511;2НДФЛ;Покупка мебели;0;0.12;женский;1;0;высшее;менеджер среднего звена;>250;1;29;35;Информационные технологии;ЗАО;женат / замужем;1;0;0;0;0;0.0114942529;1;0;0;0;0.1666666667;1;5;86;6;0;3;25;99;1;0;0;0;0;0;0
11;1002531;Форма банка (без печати работодателя);Ремонт;1;0.49;женский;0;0;высшее;специалист;>250;0;73;47;Другое;ООО;холост / не замужем;0;0;0;0;0;0;1;1;0;0;0.3333333333;3;6;190;9;1;1;4;84;0;0;0;0;0;0;0
11;1002551;Поступление зарплаты на счет;Покупка автомобиля;0;0.36;женский;1;0;высшее;специалист;>250;0;18;34;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002571;2НДФЛ;Ремонт;1;0.56;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002591;Поступление зарплаты на счет;Обучение;0;0.52;женский;1;0;среднее-специальное;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002611;Поступление зарплаты на счет;Ремонт;0;0.57;мужской;0;0;высшее;рабочий;>250;0;6;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002631;2НДФЛ;Ремонт;0;0.31;женский;2;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002651;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.38;женский;0;0;высшее;менеджер высшего звена;< 50;0;91;46;Торговля;ООО;женат / замужем;5;2;2;1;1;0.0176211454;0;3;1;0;0.4117647059;7;10;223;17;5;0;2;84;1;0;0;0;0;0;0
11;1002671;2НДФЛ;Ремонт;0;0.49;мужской;1;0;высшее;специалист;>250;3;32;33;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002691;Поступление зарплаты на счет;Ремонт;1;0.16;мужской;0;0;высшее;менеджер среднего звена;>250;0;112;49;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002711;2НДФЛ;Покупка недвижимости/ строительство;1;0.48;женский;2;0;высшее;вспомогательный персонал;>250;0;187;41;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002731;2НДФЛ;Обучение;1;0.59;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;11;42;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002751;Форма банка (без печати работодателя);Ремонт;1;0.5;мужской;1;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002771;Поступление зарплаты на счет;Другое;1;0.45;мужской;0;0;высшее;менеджер среднего звена;>250;1;81;26;Информационные технологии;ООО;холост / не замужем;3;2;1;1;0;0;0;1;0;0;0.6;3;2;73;5;1;0;5;55;0;0;0;0;0;0;0
11;1002791;Поступление зарплаты на счет;Покупка автомобиля;1;0.4;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002811;Форма банка (без печати работодателя);Ремонт;1;0.59;мужской;1;0;среднее;рабочий;>250;0;43;46;Торговля;ООО;женат / замужем;2;2;0;0;0;0;1;1;1;1;0.5;2;2;61;4;1;1;1;52;0;0;0;0;0;0;0
11;1002831;Форма банка (без печати работодателя);Ремонт;1;0.16;мужской;0;0;среднее-специальное;рабочий;>250;0;275;48;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002851;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.32;мужской;1;0;высшее;менеджер высшего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002871;Поступление зарплаты на счет;Покупка автомобиля;1;0.39;мужской;0;0;высшее;менеджер среднего звена;>250;0;56;27;Информационные технологии;ООО;холост / не замужем;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002891;Свободная форма с печатью работодателя;Ремонт;1;0.25;женский;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;7;34;Торговля;ООО;холост / не замужем;1;0;0;0;0;0.1016949153;0;0;0;0;0.5;3;3;53;6;2;1;5;88;1;0;0;0;0;0;0
11;1002911;Форма банка (без печати работодателя);Ремонт;1;0.49;женский;0;0;высшее;специалист;>250;0;51;30;Информационные технологии;ООО;холост / не замужем;4;4;1;1;1;0.0194805195;1;1;1;1;0.4615384615;6;7;151;13;3;1;1;102;1;0;0;0;0;0;0
11;1002931;Форма банка (без печати работодателя);Покупка автомобиля;1;0.3;мужской;0;0;высшее;менеджер среднего звена;< 50;0;69;28;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1002951;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.49;женский;0;0;высшее;рабочий;>250;0;120;50;Торговля;ООО;холост / не замужем;3;3;2;2;2;0.2183908046;0;1;1;1;0.25;1;3;68;4;1;1;1;68;1;0;0;0;0;0;0
11;1002971;Поступление зарплаты на счет;Ремонт;1;0.17;женский;0;0;высшее;менеджер среднего звена;>250;0;34;24;Торговля;ООО;холост / не замужем;2;1;1;0;0;0.1764705882;0;0;0;0;0.3333333333;1;2;14;3;0;0;12;30;1;0;0;0;0;0;0
11;1002991;2НДФЛ;Ремонт;1;0.23;женский;0;0;среднее-специальное;вспомогательный персонал;>250;3;37;43;Другое;ЗАО;холост / не замужем;2;2;2;2;2;0.9418604651;0;0;0;0;1;1;0;5;1;1;0;87;87;1;1;1;1;0;0;0
11;1003011;2НДФЛ;Ремонт;0;0.57;женский;2;1;высшее;специалист;>250;3;23;36;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1003031;Форма банка (без печати работодателя);Покупка автомобиля;1;0.56;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>250;0;235;46;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1003051;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.57;мужской;0;0;среднее-специальное;менеджер среднего звена;>250;0;38;31;Торговля;ООО;женат / замужем;2;2;2;1;1;0;1;0;0;0;0.3636363636;4;7;105;11;3;0;9;58;0;0;0;0;0;0;0
11;1003071;Поступление зарплаты на счет;Ремонт;0;0.41;женский;0;0;высшее;специалист;>250;1;9;29;Другое;ОАО;женат / замужем;6;6;6;6;5;0;0;0;0;0;0.5;1;1;60;2;0;0;24;72;0;0;0;0;0;0;0
11;1003091;Поступление зарплаты на счет;Ремонт;1;0.39;женский;0;0;высшее;рабочий;>250;1;10;25;Информационные технологии;ЗАО;женат / замужем;7;7;3;3;3;0;0;1;1;1;0.5;1;1;5;2;0;0;0;8;0;0;0;0;0;0;0
11;1003111;2НДФЛ;Покупка недвижимости/ строительство;0;0.17;мужской;1;0;высшее;менеджер среднего звена;>250;0;21;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1003131;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;1;0;среднее;специалист;>250;0;40;45;Другое;ООО;холост / не замужем;1;1;1;0;0;0.0223463687;1;0;0;0;0.2222222222;3;6;175;9;2;1;9;86;1;0;0;0;0;0;0
11;1003151;Свободная форма с печатью работодателя;Ремонт;0;0.56;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1003171;Поступление зарплаты на счет;Покупка автомобиля;0;0.32;мужской;0;0;среднее;специалист;>250;0;19;27;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1003191;Форма банка (без печати работодателя);Ремонт;1;0.29;мужской;0;0;среднее-специальное;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1003211;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.44;женский;0;0;незаконченное высшее;менеджер среднего звена;>250;0;146;51;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1003231;Поступление зарплаты на счет;Отпуск;0;0.13;женский;1;0;высшее;вспомогательный персонал;>250;0;66;28;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
11;1003251;Поступление зарплаты на счет;Ремонт;1;0.37;мужской;1;0;Неполное среднее;рабочий;>250;0;11;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1003271;Поступление зарплаты на счет;Покупка автомобиля;1;0.36;женский;0;0;высшее;специалист;>250;0;52;24;Информационные технологии;ЗАО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
11;1003291;2НДФЛ;Покупка недвижимости/ строительство;0;0.53;мужской;0;0;высшее;вспомогательный персонал;>250;1;225;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1003311;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.39;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1003331;Поступление зарплаты на счет;Покупка мебели;1;0.28;мужской;0;0;высшее;специалист;< 50;3;6;25;Другое;ООО;разведен / разведена;1;1;1;1;1;0.0476190476;0;1;1;0;0.75;3;1;20;4;1;0;2;14;1;0;0;0;0;0;0
11;1003351;Поступление зарплаты на счет;Отпуск;1;0.47;мужской;0;0;*n.a.*;специалист;>250;1;13;26;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1003371;Поступление зарплаты на счет;Ремонт;1;0.58;женский;0;0;высшее;специалист;>250;0;233;48;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1003391;Поступление зарплаты на счет;Отпуск;1;0.42;мужской;0;0;высшее;вспомогательный персонал;>250;0;10;27;Торговля;ООО;холост / не замужем;3;3;2;2;2;0.0909090909;0;1;1;1;0.3333333333;1;2;10;3;1;0;1;86;1;0;0;0;0;0;0
11;1003411;Поступление зарплаты на счет;Покупка автомобиля;1;0.52;мужской;0;0;высшее;менеджер среднего звена;>250;1;25;55;Другое;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.25;1;3;31;4;1;0;24;56;0;0;0;0;0;0;0
